nombre,nombre_corto,rol,dialogo,num_debate
JOSÉ ANTONIO MEADE,Meade,Candidato,"Fronterizas, de menos de dos años y, sin embargo…",2
YURIRIA SIERRA,NA,Moderador,"Sí, y las deportaciones…",2
JOSÉ ANTONIO MEADE,Meade,Candidato,": Y sin embargo, y sin embargo…",2
YURIRIA SIERRA,NA,Moderador,"Permítame, candidato, déjeme terminar de hacerle la pregunta. Las deportaciones en la era de Donald Trump han sido al interior, es decir, Donald Trump está separando familias mexicanas y en estos dos años, ¿el actual gobierno ha tenido reflejos para proteger a esas familias que están siendo separadas?",2
JOSÉ ANTONIO MEADE,Meade,Candidato,": De hecho, está separando a familias americanas, lo que plantea un problema aún más complejo. Estas deportaciones que estamos estudiando, de gentes como el voluntario de los bomberos en Detroit, que tenía un restaurante exitoso, que llevaba 20 años viviendo en Estados Unidos, que regresó a México deportado justamente del interior de los Estados Unidos, pone de relieve la diferencia.Unos y otros tienen que ser atendidos por el Gobierno Mexicano y nuestro trabajo tiene que ser, lo mismo que fuimos logrando en la frontera, lograrlo también al interior, las licencias, las ventanillas de salud, las ventanillas de educación, el trabajo con redes de sociedad civil, la contratación de abogados, la defensa férrea de nuestros migrantes, pero trabajando con las autoridades locales que muchas veces tienen mucho más impacto en la vida de esos migrantes que las autoridades federales.",2
YURIRIA SIERRA,NA,Moderador,"Cuando las familias han sido separadas, y en caso de que usted ganara el próximo primero de julio, ¿qué propone para que quienes están de este lado y que están por…ahí sí no por gusto, sino por necesidad…",2
JOSÉ ANTONIO MEADE,Meade,Candidato,: Te diría un elemento adicional.,2
YURIRIA SIERRA,NA,Moderador,"¿Puedo terminar mi pregunta, candidato?",2
JOSÉ ANTONIO MEADE,Meade,Candidato,: Perdón.,2
YURIRIA SIERRA,NA,Moderador,"No por gusto, sino por necesidad, deportados de este lado, puedan regresar a sus vidas. ¿Qué se comprometería un gobierno, encabezado por usted, a hacer por esos mexicanos que no están en México porque decidieran regresar, y no quieren quedarse?",2
JOSÉ ANTONIO MEADE,Meade,Candidato,": Primero, trabajar con ellos para no fallarles por segunda vez. Que mientras estén aquí, tengan empleo, tengan salud, que les demos acceso al IMSS, que les demos crédito, que les ayudemos a que se incorporen, que trabajemos con abogados para la reunificación; pero te voy a decir, esa política de deportación hoy implica que nuestras escuelas y en nuestros institutos de salud haya más de 600 mil niños americanos hoy viviendo en México resultado de la reunificación en nuestro país. El reto es un drama de los dos lados y el riesgo es que le fallemos al mexicano y que le fallemos a su familia, por eso tenemos que trabajar de los dos lados de la frontera, empezando por…",2
YURIRIA SIERRA,NA,Moderador,"Gracias, gracias, candidato Meade. Candidato Anaya, su primera réplica.",2
RICARDO ANAYA,Anaya,Candidato,"Me parece verdaderamente vergonzoso que José Antonio Meade compare lo que está sucediendo ahora con Trump con lo que estaba pasando con Obama, es otro el perfil de las deportaciones y el problema empezó este día. El problema empezó el día que recibieron en Los Pinos a Donald Trump cuando llevaba un año insultando y vejando a los mexicanos, eso no es lo que se merece nuestra comunidad en Estados Unidos.",2
JOSÉ ANTONIO MEADE,Meade,Candidato,: Se necesita…,2
YURIRIA SIERRA,NA,Moderador,"Primera réplica, candidato Meade…segunda, perdón.",2
JOSÉ ANTONIO MEADE,Meade,Candidato,": Se necesita un cínico muy cínico para haber sido Presidente de la Cámara de Diputados, encargado de las interparlamentarias, sin haber logrado un solo resultados en beneficio de los migrantes, para venir aquí a pontificar. Se necesita ser muy cínico también para no conocer de Atlanta más que donde vivía la familia sin haber visitado, una sola vez, a los consulados o a los migrantes.",2
YURIRIA SIERRA,NA,Moderador,"Segunda y última réplica, candidato Anaya.",2
RICARDO ANAYA,Anaya,Candidato,"Hay una cosa que es peor que los engaños, y es la hipocresía. Van dos veces que se refieren a Atlanta. Lo que no dice José Antonio Meade es que él se fue a estudiar a Estados Unidos, pagado por el Gobierno Mexicano. Y lo que tampoco dice López Obrador es que su hijo estuvo estudiando en España. ¿Pues no que muy nacionalista? Los dos son unos hipócritas.",2
YURIRIA SIERRA,NA,Moderador,"¿Quiere responder, candidato López Obrador?",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Es `Ricky Riquín` este canallín, `Ricky Riquín Canallín`. No tiene nada qué ver lo de mi hijo con el que tú hayas mantenido en Atlanta. A ver si me da tiempo de mostrarles la casa…bueno, no me va a dar tiempo, donde vivía el señor. Hoy en la revista `Proceso` lo denuncian por….",2
YURIRIA SIERRA,NA,Moderador,"Tiempo, tiempo, candidato. ¿Quiere usar su otra réplica? Tiene más tiempo. ¿La quiere utilizar ahorita?",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sí, de una vez, de una vez. Hoy en la revista `Proceso`, miren,para esto la utilizó, es un corrupto este señor, este engaña tontos, yo creo que ya se le acabó su teatrito.",2
YURIRIA SIERRA,NA,Moderador,"Ya no tiene réplica candidato Anaya, ya no tiene, ya no tiene réplicas candidato, voy con usted, voy con usted candidato López Obrador.Yo recuerdo que recién había asumido Donald Trump la presidencia acá en Estados Unidos, lo escucha usted, vine a cubrir su evento aquí en la Placita Olvera, en Los Ángeles California, usted hizo un discurso muy interesante sobre los discursos de odio por supuesto reprobando los de Donald Trump, incluso se remitió hasta la Segunda Guerra Mundial, a usted que le gusta la historia. ¿Qué estaría usted dispuesto si resultara electo el próximo primero de julio para proteger justamente a todos esos mexicanos? que no están en territorio mexicano, están en territorio estadounidense y están haciendo víctimas hoy en día de todo el odio que desafortunadamente ya enraizó, hechó raíz en tantos corazones de tantos estadounidenses.",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Bueno, yo aprovechó para comentarle a los migrantes, para decirle a los migrantes de que los vamos a proteger, ya hablé de que los 50 consulados que tiene México en Estados Unidos se van a convertir en una especie de procuradurías para la defensa del migrante y que si es necesario vamos a acudir a la ONU para defender los derechos humanos de los migrantes.Hable de que vamos a tener embajadora en la ONU, Alicia Bárcenas va a ser ese su principal propósito.",2
YURIRIA SIERRA,NA,Moderador,"¿Pero frente a Donald Trump? o sea, usted que le exigiría para que los mexicanos que están en Estados Unidos sean…",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Respeto. Respeto, que no actuen con alevosía, cómo no...",2
YURIRIA SIERRA,NA,Moderador,¿Pero lo han sido por los crímenes de odio?,2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"No lo han enfrentado, ¿sí?, este… debieron haber presentado denuncias en la ONU desde el principio, yo lo voy a hacer, o sea, yo quiero una relación de amistad con el gobierno de Estados Unidos, pero no de subordinación, México es un país libre, es un país soberano, no vamos a estar nosotros sometidos a ningún gobierno extranjero.",2
YURIRIA SIERRA,NA,Moderador,"Candidato y hablando de discursos que dividen, a usted se le ha señalado, lo han señalado muchos de promover, bueno ahora ya aquí a todos los presentes en realidad, de promover la división y el encono entre mexicanos, ¿a qué se compromete usted en caso de ganar la presidencia de la república para tumbar esos muros entre mexicanos?, de este lado, ¿eh? de este lado de la frontera.",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"A la reconciliación, con una condición, que el gobierno represente a todos, no como ahora, que sólo representa una minoría rapaz, que el gobierno represente a ricos a pobres, que el gobierno no esté al servicio de unos cuantos; y que ya dejen de sacar y de robar a México, son iguales, aumentaron el IVA los dos, aquí tengo las pruebas de lo que estoy diciendo; aumentaron el precio de la gasolina, el gasolinazo es de ellos, y se han dedicado a eso, a robar, asacar, de todas maneras no es mi fuerte la venganza, no los voy a desterrar, no los voy a perseguir, justicia, no venganza.",2
YURIRIA SIERRA,NA,Moderador,Gracias candidato López Obrador. León.,2
LEÓN KRAUZE,NA,Moderador,Tiene una réplica.,2
YURIRIA SIERRA,NA,Moderador,Tiene usted dos réplicas candidato Rodríguez Calderón ¿las quiere utilizar?,2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Fíjense. Y mexicanos que me están y nos están viendo, ¿ustedes creen que cualquiera de estos tres pueda hacer el trabajo de presidente?, sí se la han pasado todo el debate peleando entre ellos a ver quién es más rata entre uno y otro, a ver quién es más venenoso uno y otro. Sí ven, no me han dicho nada a mí, porque aquí hay una parte importante, los partidos políticos y quienes militan en ellos son lo mismo, es una parte importante que se tiene que considerar.",2
YURIRIA SIERRA,NA,Moderador,"Tiempo candidato, gracias. ¿Quiere utilizar su otra réplica?, le queda una.",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Bien. Andrés, dale un abrazo a Meade, dáselo, dáselo pues.",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Abrazos, no balazos.",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Dale un abrazo, dale un abrazo también a él, claro.",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,Voy a cuidar mi cartera.,2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Claro. Y entonces la parte importante es que te vuelvo a presentar, desiste a los tres mil millones de pesos de tu partido fírmamelo, no me des abrazo, fírmamelo.",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,Ya te lo plantee.,2
YURIRIA SIERRA,NA,Moderador,"Tiempo candidato Rodríguez Calderón, gracias.",2
LEÓN KRAUZE,NA,Moderador,"Bueno. Candidato Rodríguez Calderón, durante años el énfasis de la política migratoria se concentró en la emigración de México a Estados Unidos, hoy el reto principal y ha quedado claro es el regreso de los Mexicanos al país, las deportaciones han subido, han subido con Donald Trump, en los últimos meses del 2017, 54% más deportaciones de acuerdo con datos de Univisión Noticias.De una u otra manera todos ustedes han prometido no sólo recibir a los mexicanos que vuelvan, sino ayudarlos a reinsertarse a la sociedad mexicana y esto es un tema muy importante. La pregunta es: ¿cómo 78% de los indocumentados mexicanos han vivido en Estados Unidos por al menos 10 años?, estamos hablando candidato, de 4 millones 800 mil personas que han vivido allá más de una década, ¿qué le ofrecería su gobierno concretamente, sea específico a los mexicanos que regresan?, pienso por ejemplo salud, educación, vivienda, específicamente.",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Evidentemente con la condición de trabajo, con los 12 mil millones que no quiere firmar ninguno de ellos tres.Y aquí es la oportunidad de volverlos a provocar, atrévanse, son 12 mil millones de pesos que ustedes se gastan al año, con eso le damos empleo a todos ellos y bien remunerado compadre, bien pagado, podemos hacer el trabajo de reinserzar (SIC) a la salud, la educación a todos aquellos que sean regresados de manera digna, presupuestalmente creo que se puede, es ingrato que cualquiera de los que hoy queremos aspirar a México, no tengamos…",2
LEÓN KRAUZE,NA,Moderador,"Más allá de ese dinero, una propuesta concreta.",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"La propuesta es esa, se necesita dinero compadre, no puedes hacer otras cosas sin el dinero.",2
LEÓN KRAUZE,NA,Moderador,Y que hará con ese dinero ya que lo tenga.,2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Darles empleo, evidentemente, generar las condiciones de empleo, de salud, de educación y de atención, que tengamos un equipo, pero no de burócratas, no de burócratas, sino de gente experta, que pueda atraerlos. Hay muchos genios en Estados Unidos que necesitamos acá que son hijos de nuestros migrantes y que tienen la oportunidad de trabajar en empresas en México, potenciar la empresa en México para que puedan venir al regreso de tener un gran empleo y bien pagado y bien remunerado.",2
